trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
97,False,"{'a': 0.8, 'e': 0.00010628122010840685}",35,21,25.38437641961532,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.8, 'e': 0.00010412328196584757}",20,2,-15.602009154749938,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
99,False,"{'a': 0.8, 'e': 0.00010203040506070809}",25,3,30.84547560587358,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.8, 'e': 0.0001}",30,20,19.19774707075002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.8, 'e': 9.802960494069208e-05}",30,16,25.243828137556356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.8, 'e': 9.611687812379854e-05}",35,19,25.0556168559916,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.8, 'e': 9.425959091337543e-05}",25,10,25.015898869104976,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.8, 'e': 9.245562130177515e-05}",20,9,-3.5430134357105914,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
105,False,"{'a': 0.8, 'e': 9.070294784580499e-05}",20,16,6.8561928390514275,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.8, 'e': 8.8999644001424e-05}",20,10,16.79818670630846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.8, 'e': 8.734387282732117e-05}",25,13,18.982689309479372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.8, 'e': 8.573388203017832e-05}",30,19,19.879648581044755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.8, 'e': 8.416799932665601e-05}",20,14,9.153776422344194,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.8, 'e': 8.264462809917356e-05}",25,4,33.21266207149523,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.8, 'e': 8.116224332440549e-05}",20,9,18.46353490115043,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.8, 'e': 7.971938775510203e-05}",25,16,16.91481629694412,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.8, 'e': 7.831466833737959e-05}",25,20,10.02784140573923,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.8, 'e': 7.694675284702985e-05}",25,11,23.395764841339975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.8, 'e': 7.561436672967863e-05}",25,17,16.987375750748008,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.8, 'e': 7.431629013079666e-05}",35,2,4.737332005074397,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 1}",1
117,False,"{'a': 0.8, 'e': 7.305135510263716e-05}",30,21,17.313279528080066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.8, 'e': 7.181844297615628e-05}",30,16,22.120640235286274,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.8, 'e': 7.06164818868724e-05}",20,6,18.20588065459885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.8, 'e': 6.944444444444444e-05}",25,15,16.377069168641608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.8, 'e': 6.830134553650706e-05}",20,0,27.523552878879762,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
122,False,"{'a': 0.8, 'e': 6.718624025799516e-05}",25,2,-0.2962977909607485,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
123,False,"{'a': 0.8, 'e': 6.609822195782933e-05}",25,15,16.04371195671272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.8, 'e': 6.503642039542144e-05}",20,14,10.718049426782121,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.8, 'e': 6.4e-05}",30,20,17.032027423712645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.8, 'e': 6.298815822625347e-05}",30,19,-20.222380246389665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
127,False,"{'a': 0.8, 'e': 6.2000124000248e-05}",25,3,32.483053565324205,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.8, 'e': 6.103515625e-05}",25,7,33.36505771849979,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.8, 'e': 6.009254251547383e-05}",25,9,29.277470305093935,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.8, 'e': 5.9171597633136094e-05}",20,10,15.746363818660786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.8, 'e': 5.8271662490530857e-05}",20,15,9.454462635728309,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.8, 'e': 5.73921028466483e-05}",20,3,27.412999800157486,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.8, 'e': 5.6532308214144386e-05}",20,4,28.188837514564252,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.8, 'e': 5.569169079973268e-05}",25,14,13.921561026863126,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.8, 'e': 5.486968449931413e-05}",30,23,12.111338097416363,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.8, 'e': 5.406574394463668e-05}",20,16,8.021067286025229,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.8, 'e': 5.3279343598486864e-05}",25,13,21.931964301862457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.8, 'e': 5.250997689561016e-05}",20,10,19.68024051534391,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.8, 'e': 5.175715542673774e-05}",20,0,29.99095841700799,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
140,False,"{'a': 0.8, 'e': 5.102040816326531e-05}",20,14,12.995177199085948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.8, 'e': 5.02992807202857e-05}",20,14,10.51748613005883,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.8, 'e': 4.959333465582226e-05}",25,17,16.82649522548788,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.8, 'e': 4.8902146804244705e-05}",20,2,29.864506916653294,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.8, 'e': 4.8225308641975306e-05}",20,10,22.041312131401742,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.8, 'e': 4.756242568370987e-05}",25,12,22.90568743302724,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.8, 'e': 4.6913116907487336e-05}",20,3,23.196114741311103,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.8, 'e': 4.627701420704336e-05}",20,16,6.6132963636707025,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.8, 'e': 4.565376186997809e-05}",25,5,40.98442236321218,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.8, 'e': 4.504301608035674e-05}",20,12,14.595232486397698,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.8, 'e': 4.4444444444444447e-05}",25,13,20.878367525703048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.8, 'e': 4.385772553835358e-05}",25,14,22.843062955202612,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.8, 'e': 4.3282548476454294e-05}",20,2,29.924157353234783,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.8, 'e': 4.2718612499466016e-05}",20,1,31.796811240334325,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.8, 'e': 4.2165626581210996e-05}",25,12,1.747174357266286,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
155,False,"{'a': 0.8, 'e': 4.162330905306972e-05}",25,10,23.198036732484386,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.8, 'e': 4.10913872452334e-05}",20,10,20.210677241561175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.8, 'e': 4.056959714390036e-05}",20,9,21.135167688167563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.8, 'e': 4.00576830636116e-05}",20,0,26.85236027513144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
159,False,"{'a': 0.8, 'e': 3.955539733396622e-05}",25,8,30.09986197737033,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.8, 'e': 3.90625e-05}",25,17,13.924508648632447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.8, 'e': 3.8578758535550326e-05}",25,8,31.146703271610868,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.8, 'e': 3.8103947568968146e-05}",25,17,16.36827931533778,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.8, 'e': 3.7637848620572846e-05}",30,20,17.01223467098407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.8, 'e': 3.7180249851279e-05}",25,9,23.132140891005417,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.8, 'e': 3.6730945821854914e-05}",25,2,34.54950931168808,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.8, 'e': 3.628973726230222e-05}",25,13,20.897348224482418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.8, 'e': 3.58564308508731e-05}",25,17,14.764950967329224,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.8, 'e': 3.5430839002267575e-05}",20,12,14.313760209077476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.8, 'e': 3.501277966457757e-05}",25,20,5.818206447358952,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.8, 'e': 3.460207612456748e-05}",25,0,37.1919054911792,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
171,False,"{'a': 0.8, 'e': 3.419855682090216e-05}",25,17,12.83704952741039,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.8, 'e': 3.380205516495403e-05}",30,3,42.81213751567187,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.8, 'e': 3.3412409368839586e-05}",30,19,18.4334765038294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.8, 'e': 3.302946228035408e-05}",30,10,28.39708957346226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.8, 'e': 3.265306122448979e-05}",20,15,8.68347774706741,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.8, 'e': 3.228305785123967e-05}",20,14,13.971093411876877,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.8, 'e': 3.191930798940279e-05}",30,16,30.27399521254418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.8, 'e': 3.156167150612296e-05}",20,5,23.463410874264138,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.8, 'e': 3.121001217190475e-05}",25,16,13.567295916018304,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.8, 'e': 3.08641975308642e-05}",20,7,22.872094312309343,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.8, 'e': 3.0524098775983637e-05}",25,9,28.111661617223007,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.8, 'e': 3.0189590629151068e-05}",30,19,14.327808977797563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.8, 'e': 2.986055122577563e-05}",30,23,12.076656785080138,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.8, 'e': 2.953686200378072e-05}",30,13,23.2192244155381,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8, 'e': 2.9218407596785974e-05}",20,16,9.002105289979148,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.8, 'e': 2.8905075731298415e-05}",25,13,16.006229302603202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.8, 'e': 2.8596757127741712e-05}",20,2,29.146522343966666,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.8, 'e': 2.8293345405160706e-05}",20,10,17.328958720992507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8, 'e': 2.7994736989445986e-05}",30,8,31.11344446867116,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.8, 'e': 2.7700831024930747e-05}",25,8,26.357896470182222,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8, 'e': 2.7411529289219047e-05}",30,12,34.61366294882427,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 2.712673611111111e-05}",20,1,26.768610208720677,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8, 'e': 2.684635829149776e-05}",20,10,14.170677692431116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8, 'e': 2.6570305027101713e-05}",35,18,28.16773888401937,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.8, 'e': 2.6298487836949376e-05}",30,21,15.245610778047567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8, 'e': 2.6030820491461892e-05}",30,13,30.30933267651281,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.8, 'e': 2.5767218944059367e-05}",25,16,14.99807488820113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.8, 'e': 2.5507601265177022e-05}",25,13,21.58729381487092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8, 'e': 2.52518875785965e-05}",20,13,14.058190365901797,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8, 'e': 2.5e-05}",20,14,10.674947901088961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8, 'e': 2.475186257765897e-05}",20,14,12.297302844602907,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8, 'e': 2.450740123517302e-05}",20,2,27.051864902520297,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8, 'e': 2.4266543716178503e-05}",25,20,5.704393663878396,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 2.4029219530949635e-05}",20,16,8.98396022831005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8, 'e': 2.3795359904818562e-05}",20,14,9.95209216686695,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8, 'e': 2.356489772834386e-05}",30,17,25.17948042694031,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.8, 'e': 2.3337767509160075e-05}",20,9,17.638786735816907,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8, 'e': 2.3113905325443786e-05}",20,16,6.983886283316124,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8, 'e': 2.2893248780934502e-05}",25,11,25.952686736805056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.8, 'e': 2.2675736961451248e-05}",20,12,13.450134549940454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.8, 'e': 2.246131039284832e-05}",30,9,33.79975566036978,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8, 'e': 2.2249911000356e-05}",20,14,10.986939648847722,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8, 'e': 2.2041482069254335e-05}",30,24,10.9680111744604,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8, 'e': 2.1835968206830292e-05}",30,16,31.08811238593007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 2.1633315305570577e-05}",20,16,8.481473711027142,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8, 'e': 2.143347050754458e-05}",20,0,33.151246402576476,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8, 'e': 2.123638216993353e-05}",20,16,7.709132348954787,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8, 'e': 2.1041999831664002e-05}",20,7,25.109621159461863,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8, 'e': 2.085027418110548e-05}",30,21,17.152815952260823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8, 'e': 2.066115702479339e-05}",20,4,26.762750146072122,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8, 'e': 2.047460125714052e-05}",25,20,10.874927206827051,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8, 'e': 2.029056083110137e-05}",30,10,31.33945184281763,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8, 'e': 2.0108990729755272e-05}",25,7,28.89340267426663,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.8, 'e': 1.992984693877551e-05}",30,8,32.73107044602422,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 1.9753086419753087e-05}",25,17,13.416897342030323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 1.9578667084344897e-05}",30,19,19.465873650802507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 1.9406547769217335e-05}",25,18,12.291286429790652,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.8, 'e': 1.9236688211757463e-05}",25,12,23.852805202175745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 1.9069049026525047e-05}",25,12,22.062732323467117,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.8, 'e': 1.8903591682419658e-05}",35,19,22.039947970045592,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 1.874027848053822e-05}",30,17,14.40448164413508,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.8, 'e': 1.8579072532699166e-05}",30,17,23.10551365951643,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.8, 'e': 1.8419937740610438e-05}",25,15,19.04466131484444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.8, 'e': 1.826283877565929e-05}",30,18,21.39281544045313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 1.8107741059302852e-05}",30,20,18.577267896870836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 1.795461074403907e-05}",20,10,14.061708736890061,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 1.780341469493849e-05}",25,13,22.143403727922454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 1.76541204717181e-05}",20,15,8.806110273376625,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 1.7506696311339088e-05}",20,13,12.07604355964288,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 1.736111111111111e-05}",25,17,13.769423650729784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.8, 'e': 1.721733441228629e-05}",30,21,17.419985179680875,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.8, 'e': 1.7075336384126766e-05}",25,15,16.24366842521511,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
